review_id,business_id,star_costomer,useful,funny,cool,text,city,label,latitude,longitude,star_business,review_count,attributes,categories,year
bzzRlEeBRt2hahP4vtwWQw,dhj16roKb6Z-TyJ0w6iqjQ,5,0,0,0,"My boyfriend and I LOVE Mr. An's. We go there weekly! Their happy hour is great. We sit on the patio. Get the coconut shrimp extra crispy. So good! Special shout-out to Ryan, he is one of the best servers!",Tucson,positive,32.31686,-110.976664,3.5,384,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': None}"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'Corkage': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'BYOB': 'False', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}""}",Teppanyaki,2021
8kJCL4GcRletB4W8vTPMBA,U3aNQ5DsABPYyJQolsCbJg,5,0,0,0,Most wonderful delicious experience ever! I highly recommend very pricey but worth every penny!,Tucson,positive,32.2210775,-110.9672554,4,589,"{'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'NoiseLevel': ""'average'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'None', 'Caters': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'DriveThru': 'None', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'OutdoorSeating': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}""}",Diners,2021
PHWTP8ppjHCfBlApaDAYqA,t47GOxTM-RpfNs0IqHzJTg,5,0,0,1,"The food is to die for, the drinks are well priced for how amazing they are, and the total vibe of the building is modern but not too fancy. It's a great place for any occasion really.",Oro Valley,positive,32.3449521,-110.9777207,4,527,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Corkage': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BikeParking': 'False'}",Pakistani,2021
syrlW5keMavo13EZtlA0rQ,FMLrzIBYlEB70KjwTMQMEw,5,1,0,0,"This place is amazing in more than 1 way. 
1. Their staff is beyond kind!
2. Food is DELICIOUS 
3. This place has all the vibes. Great customers, great music, great drinks.

I was extremely impressed. Came in as a party of 13 including 2 toddlers and 2 babies and we were met with the kindest servers that were more than happy to help us in anyway we needed.
They explain the food choices and menu really well. Everyone got something different and we were all extremely impressed with the quality of food!

Definitely coming back!",Tucson,positive,32.24980006,-110.9940211,3.5,374,"{'NoiseLevel': ""'loud'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'BYOB': 'False', 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'OutdoorSeating': 'False', 'WiFi': ""u'free'""}",Cajun/Creole,2021
m4CSmvpZGeX-5tC9L9dhiw,JkQz12i_Eubd_xQdLLkDxQ,4,0,0,0,"Came here once after dinner elsewhere to check out the ice cream selection! The place is perfectly located in downtown Tucson in a walkable area with cute restaurants nearby. When we walked into the HUB Ice Cream Factory, we were blown away by the beautiful decor. It looked so nice inside that we decided to eat our ice cream inside. They had a wonderful selection of ice creams that tasted delicious on samples. I chose the almond brittle in the end. It was nice and light! Would definitely recommend checking out this place!",Tucson,positive,32.2221884,-110.9673208,4,181,"{'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'DriveThru': 'False', 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'None'}",Restaurants,2021
COly7d46EeCzosDF7mIPmA,y683rpk0CbteZKKhVCNwDA,5,1,0,0,"They did an outstanding job and I recommend their service. They were on time, professional and affordable.",Tucson,positive,32.363813,-111.088613,5,65,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}",Local Services,2020
rfkpiwNKwrYSuRJBToDScw,lqSJkyNSE1yPeux4PoR-pg,1,0,0,0,"My daughter ordered 5 fish from this business. First time order. Total was $91 including shipping. She never received a shipment confirmation or tracking number so she decided to contact them. No reply. The shipment suddenly arrived without our knowledge and was dropped by the postman on the porch in the direct 91 degree heat. Luckily we were home or all the fish would have surely died. Upon opening the package we found the fish were alive but several were not what we ordered and of a lesser dollar value. The ""insulation"" didn't do a bit of good and the cold pack was totally melted after just a day in the mail. Another email and phone call were put through and (surprise!), went unanswered. We were trying to decide if we should attempt to reach out further, do a chargeback, or just live with the fish we got. It irritated me because these were not special fish...you could find any of these varieties at Petco for $3.99. My daughter didn't want to make waves so we decided to live with them. Right after that we discovered one of the swordtails we received from this business had ick! That one poor fish infected half of our tank population and they are all now on ick treatment. I'm worried sick for our catfish because they don't tolerate ick medication well. Please avoid this company. You will receive sick fish if you get anything at all, no communication, and you won't get what you ordered!",Tucson,negative,32.4044445,-110.9864294,1.5,206,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",Home & Garden,2020
x2v3h8a9zQef0lr4o1okyA,cG_P8WD3B-mPQuiC08DMVQ,5,0,0,0,I have taken my daughter here for 21 years and Dr. Geisert has always taken top notch care of her. After graduating out of pediatric services my daughter started bringing my grandaughter here after her birth. So the excellent care continues for our family! Office is clean and has plenty of comfortable seating. Staff are friendly and helpful at all times. Services are by appointment only. They do their best to see sick patients as soon as possible instead of making patients wait or referring out to an urgent care. Record keeping is accurate and I've always been able to access our medical record needs easily and quickly. I wouldn't go anywhere else! Thank you!,Tucson,positive,32.2070888,-110.8232429,4,8,{'ByAppointmentOnly': 'True'},Doctors,2020
6eUODIyyvQbM7WS4K-ytsw,#NAME?,4,0,0,0,"This place is gorgeous and they did an excellent job on my nails, the lady really took her time! The only complaint i have is the smell inside - maybe keep the door open to increase ventilation because it was so strong it gave me a headache. But the nail techs were great!",Tucson,positive,32.16503027,-110.9907004,3.5,66,"{'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}",Beauty & Spas,2020
5wF_h1xYyY1BMYRegd3SRA,AbeWP7_Vxhp45I9IPZ7Otg,4,0,0,0,Great Mexican food! Shocked to find this place. We were welcomed with warm smiles and an abuela making fresh tortillas.. which were to die for!! Highly recommend.,Tucson,positive,32.34028049,-111.0121348,3.5,150,"{'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}"", 'HasTV': 'False'}",Food,2021
